formula,type,activity,Syngony,shape,"length, nm","width, nm","depth, nm",Sufrace,surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,Subtype,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C"
Au,me,oxidase,7,spherical,20,20,20,cover,b-Cyclodextrin,0,0,1135.00,92.1900,0.171520000,TMB + glucose,glucose,0.0010,300.0000,,,9,25
Cu,me,peroxidase,7,spherical,2,2,2,cover,b-Cyclodextrin,0,0,1135.00,0.5430,0.000452000,TMB + H2O2,TMB,0.0500,0.2500,10.000,,6,30
Cu,me,peroxidase,7,spherical,2,2,2,cover,b-Cyclodextrin,0,0,1135.00,32.8700,0.000434000,H2O2 + TMB,H2O2,5.0000,100.0000,0.500,,6,30
BN,salt,peroxidase,7,spherical,420,420,420,naked,naked,0,0,0.00,0.1570,0.000185400,TMB + H2O2,TMB,0.0010,1.0000,100.000,0.2500000,4,45
BN,salt,peroxidase,7,spherical,420,420,420,naked,naked,0,0,0.00,10.8800,0.000106900,H2O2 + TMB,H2O2,0.0010,200.0000,1.000,0.2500000,4,45
BiOBr,salt,peroxidase,4,spherical,1500,1500,1500,additional,naked,0,ethylene glycol,62.07,1.6100,0.000026300,TMB + H2O2,TMB,0.1000,2.0000,0.200,0.0380000,4,40
BiOBr,salt,peroxidase,4,spherical,1500,1500,1500,additional,naked,0,ethylene glycol,62.07,0.0460,0.000003700,H2O2 + TMB,H2O2,0.0500,0.4000,0.790,0.0380000,4,40
BiOCl,salt,peroxidase,4,nanosheet,100,100,15,naked,naked,0,0,0.00,0.0059,0.006660000,AR + H2O2,AR,0.0010,0.1000,0.100,0.0200000,7,
BiOCl,salt,peroxidase,4,nanosheet,100,100,15,naked,naked,0,0,0.00,0.0006,0.002460000,H2O2 + AR,H2O2,0.0010,0.1000,0.005,0.0200000,7,
BiOBr,salt,peroxidase,4,nanosheet,100,100,15,naked,naked,0,0,0.00,0.0062,0.008450000,AR + H2O2,AR,0.0010,0.1000,0.100,0.0200000,7,
BiOBr,salt,peroxidase,4,nanosheet,100,100,15,naked,naked,0,0,0.00,0.0004,0.002490000,H2O2 + AR,H2O2,0.0010,0.1000,0.005,0.0200000,7,
BiOI,salt,peroxidase,4,nanosheet,20,20,5,naked,naked,0,0,0.00,0.0313,61.000000000,AR + H2O2,AR,0.0010,0.1000,0.100,0.0200000,7,
BiOI,salt,peroxidase,4,nanosheet,20,20,5,naked,naked,0,0,0.00,0.0329,27.600000000,H2O2 + AR,H2O2,0.0010,0.1000,0.005,0.0200000,7,
BiOI,salt,peroxidase,4,flower,100,100,10,additional,naked,0,ethylene glycol,62.07,1.0240,0.000028600,TMB + H2O2,TMB,0.2000,0.8000,10.000,1.0000000,6,25
BiOI,salt,peroxidase,4,flower,100,100,10,additional,naked,0,ethylene glycol,62.07,0.0998,0.000073500,H2O2 + TMB,H2O2,1.0000,50.0000,0.800,1.0000000,6,25
Co4N,salt,peroxidase,7,nanowire,2500,80,80,naked,naked,0,0,0.00,0.2430,no,TMB + H2O2,TMB,0.0500,1.6000,30.000,0.0150000,4,25
Co4N,salt,peroxidase,7,nanowire,2500,80,80,naked,naked,0,0,0.00,2.9500,no,H2O2 + TMB,H2O2,1.0000,80.0000,0.800,0.0150000,4,25
CoOOH,salt,peroxidase,6,flake,100,100,100,naked,naked,0,0,0.00,2.0200,0.000047400,TMB + H2O2,TMB,0.2000,2.0000,0.150,0.1000000,4,40
CoOOH,salt,peroxidase,6,flake,100,100,100,naked,naked,0,0,0.00,0.0600,0.000034900,H2O2 + TMB,H2O2,0.0010,0.3000,1.000,0.1000000,4,40
Cu3(PO4)2,salt,peroxidase,0,flower,5000,5000,5000,cover,BSA,0,0,66500.00,35.1800,0.000033900,H2O2 + TMB,H2O2,10.0000,100.0000,0.800,0.0200000,4,37
Cu1.75Se,bime,peroxidase,7,spherical,40,40,40,cover,poly(sodium 4-styrenesulfonate),0,0,70000.00,12.6000,no,TMB + H2O2,TMB,0.2000,2.0000,100.000,0.4670000,4.56,
Cu1.75Se,bime,peroxidase,7,spherical,40,40,40,cover,poly(sodium 4-styrenesulfonate),0,0,70000.00,0.5800,no,H2O2 + TMB,H2O2,10.0000,300.0000,0.500,0.4670000,4.56,
Fe3(PO4)2,salt,peroxidase,0,flower,8000,8000,8000,additional,naked,poly(N-Vinylpyrrolidone),0,,0.3600,0.000158000,TMB + H2O2,TMB,0.1000,1.3000,0.600,0.0200000,3.6,55
Fe3(PO4)2,salt,peroxidase,0,flower,8000,8000,8000,additional,naked,poly(N-Vinylpyrrolidone),0,,0.1100,0.000558000,H2O2 + TMB,H2O2,0.6000,10.0000,0.800,0.0200000,3.6,55
Fe3(PO4)2(OH)2,salt,peroxidase,7,octahedral,5500,5500,5500,naked,naked,0,0,0.00,0.0550,0.000168800,TMB + H2O2,TMB,0.0010,0.3000,,0.2000000,4,60
Fe3(PO4)2(OH)2,salt,peroxidase,7,octahedral,5500,5500,5500,naked,naked,0,0,0.00,0.4700,0.000059600,H2O2 + TMB,H2O2,0.0150,0.5000,2.000,0.2000000,4,60
FeS,salt,peroxidase,4,needle,125,4,4,additional,naked,poly(N-Vinylpyrrolidone),0,,0.0082,0.000087000,TMB + H2O2,TMB,0.0010,0.1200,13.000,0.0066700,4,
FeS,salt,peroxidase,4,needle,125,4,4,additional,naked,poly(N-Vinylpyrrolidone),0,,9.3600,0.000192000,H2O2 + TMB,H2O2,0.0010,50.0000,0.100,0.0066700,4,
FeSe,bime,peroxidase,4,spherical,6,6,6,additional,naked,poly(N-Vinylpyrrolidone),0,,0.0089,0.000042200,TMB + H2O2,TMB,0.0010,0.1200,13.000,0.0066700,4,
FeSe,bime,peroxidase,4,spherical,6,6,6,additional,naked,poly(N-Vinylpyrrolidone),0,,8.0900,0.000065100,H2O2 + TMB,H2O2,0.0010,50.0000,0.100,0.0066700,4,
MnOOH,salt,oxidase,6,nanoplate,180,180,17,additional,naked,0,sodium dodecyl sulfate,288.38,2.1820,no,TMB,TMB,0.0010,1.2000,0.000,0.0200000,5,25
KFePW12O40,salt,peroxidase,,,470,470,90,naked,naked,0,0,0.00,0.3460,0.000037000,TMB + H2O2,TMB,0.2000,3.2000,580.000,1.0000000,4.5,25
KFePW12O40,salt,peroxidase,,,470,470,90,naked,naked,0,0,0.00,165.0000,0.000069000,H2O2 + TMB,H2O2,,,10.000,1.0000000,4.5,25
MoSe2,bime,peroxidase,6,nanosheet,100,100,10,naked,naked,0,0,0.00,0.0140,0.000005600,TMB + H2O2,TMB,0.0010,1.0000,"1,000.000",0.1500000,3.5,25
MoSe2,bime,peroxidase,6,nanosheet,100,100,10,naked,naked,0,0,0.00,0.1550,0.000009900,H2O2 + TMB,H2O2,0.0010,100.0000,10.000,0.1500000,3.5,25
WSe2,bime,peroxidase,6,nanosheet,20,20,3,naked,naked,0,0,0.00,0.4330,0.000014300,TMB + H2O2,TMB,0.0010,1.0000,100.000,0.1000000,3.5,25
WSe2,bime,peroxidase,6,nanosheet,20,20,3,naked,naked,0,0,0.00,19.5300,0.000022200,H2O2 + TMB,H2O2,0.0010,100.0000,1.000,0.1000000,3.5,25
Cu,me,peroxidase,7,spherical,100,100,100,cover,humic acid,0,0,227.17,1.0470,0.000039700,TMB + H2O2,TMB,0.5000,8.0000,80.000,0.2500000,3,25
Cu,me,peroxidase,7,spherical,100,100,100,cover,humic acid,0,0,227.17,31.2650,0.000264000,H2O2 + TMB,H2O2,2.5000,25.0000,8.000,0.2500000,3,25
Pd,me,peroxidase,7,spherical,3.5,3.5,3.5,cover,glutathione,0,0,307.32,0.0800,0.000224000,TMB + H2O2,TMB,0.0300,0.1500,125.000,,4,20
Pd,me,peroxidase,7,spherical,3.5,3.5,3.5,cover,glutathione,0,0,307.32,137.0000,0.000246000,H2O2 + TMB,H2O2,30.0000,180.0000,0.125,,4,20
Pd,me,peroxidase,7,spherical,2.6,2.6,2.6,cover,glutathione,0,0,307.32,0.0680,0.000315000,TMB + H2O2,TMB,0.0300,0.1500,125.000,,4,20
Pd,me,peroxidase,7,spherical,2.6,2.6,2.6,cover,glutathione,0,0,307.32,156.0000,0.000408000,H2O2 + TMB,H2O2,30.0000,180.0000,0.125,,4,20
Pd,me,peroxidase,7,spherical,1.4,1.4,1.4,cover,glutathione,0,0,307.32,0.0450,0.000091000,TMB + H2O2,TMB,0.0200,0.1600,125.000,,4,20
Pd,me,peroxidase,7,spherical,1.4,1.4,1.4,cover,glutathione,0,0,307.32,254.0000,0.000208000,H2O2 + TMB,H2O2,15.0000,175.0000,0.125,,4,20
Pt,me,peroxidase,7,spherical,2,2,2,cover,BSA,0,dimethylamine borane,66500.00,0.1190,no,TMB + H2O2,TMB,0.0100,0.4000,125.000,,4,25
Pt,me,peroxidase,7,spherical,2,2,2,cover,BSA,0,dimethylamine borane,66500.00,41.8000,no,H2O2 + TMB,H2O2,25.0000,250.0000,0.125,,4,25
Au0.06Ag,bime,peroxidase,7,popcorn-like,80,80,80,cover,chitosan,0,0,,0.3960,0.000014100,TMB + H2O2,TMB,0.1000,0.8000,50.000,,4,45
Au0.06Ag,bime,peroxidase,7,popcorn-like,80,80,80,cover,chitosan,0,0,,94.7000,0.000029200,H2O2 + TMB,H2O2,40.0000,200.0000,0.750,,4,45
BiAu,bime,peroxidase,7,spherical,13,13,13,cover,naked,0,0,0.00,0.0893,0.000015000,AR + H2O2,AR,0.0010,0.1000,0.500,,7,25
BiAu,bime,peroxidase,7,spherical,13,13,13,cover,naked,0,0,0.00,0.1190,0.000000725,H2O2 + AR,H2O2,0.0010,1.0000,0.010,,7,25
BiAu,bime,peroxidase,7,spherical,13,13,13,cover,fibrinogen,0,0,340000.00,0.3770,0.000001250,AR + H2O2,AR,0.0010,0.1000,0.500,,7,25
BiAu,bime,peroxidase,7,spherical,13,13,13,cover,fibrinogen,0,0,340000.00,0.0700,0.000000034,H2O2 + AR,H2O2,0.0010,1.0000,0.010,,7,25
Pd@Ir,core-shell,peroxidase,7,cubic,19.2,19.2,19.2,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.1300,0.000065000,TMB + H2O2,TMB,0.0010,2.0000,"2,000.000",,4,22
Pd@Ir,core-shell,peroxidase,7,cubic,19.2,19.2,19.2,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,340.0000,0.000051000,H2O2 + TMB,H2O2,0.0010,800.0000,0.800,,4,22
Pd,me,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.0540,0.000097000,TMB + H2O2,TMB,0.0200,0.4000,"2,000.000",,4,22
Pd,me,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,700.0000,0.000065000,H2O2 + TMB,H2O2,50.0000,700.0000,0.800,,4,22
Pd@Ir,core-shell,peroxidase,7,cubic,8.4,8.4,8.4,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.1200,0.000085000,TMB + H2O2,TMB,0.0100,0.6000,"2,000.000",,4,22
Pd@Ir,core-shell,peroxidase,7,cubic,8.4,8.4,8.4,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,180.0000,0.000053000,H2O2 + TMB,H2O2,50.0000,500.0000,0.800,,4,22
Pd@Ir,core-shell,peroxidase,7,cubic,52.2,52.2,52.2,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.1900,0.000055000,TMB + H2O2,TMB,0.0100,0.6000,"2,000.000",,4,22
Pd@Ir,core-shell,peroxidase,7,cubic,52.2,52.2,52.2,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,180.0000,0.000029000,H2O2 + TMB,H2O2,100.0000,700.0000,0.800,,4,22
CoS,salt,peroxidase,6,spherical,3000,3000,3000,additional,naked,0,ethylene glycol,62.07,0.4100,0.000058200,TMB + H2O2,TMB,0.0300,0.1800,20.000,0.5000000,3.5,25
CoS,salt,peroxidase,6,spherical,3000,3000,3000,additional,naked,0,ethylene glycol,62.07,7.1500,0.000026500,H2O2 + TMB,H2O2,0.0010,20.0000,0.150,0.5000000,3.5,25
CuS,salt,peroxidase,6,,7000,200,200,naked,naked,0,0,0.00,0.0640,0.000764000,TMB + H2O2,TMB,0.0500,0.5000,350.000,0.0400000,4,
CuS,salt,peroxidase,6,,7000,200,200,naked,naked,0,0,0.00,1.7530,0.000237000,H2O2 + TMB,H2O2,100.0000,800.0000,0.200,0.0400000,4,
Cu1.8S,salt,peroxidase,6,erythrocyte-like,160,160,50,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000.00,1.7200,no,TMB + H2O2,TMB,0.2500,7.0000,100.000,30.0000000,4.35,25
Cu1.8S,salt,peroxidase,6,erythrocyte-like,160,160,50,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000.00,37.1000,no,H2O2 + TMB,H2O2,0.0010,130.0000,15.000,30.0000000,4.35,25
FeS,salt,peroxidase,6,spherical,4.6,4.6,4.6,naked,naked,0,0,0.00,0.0080,0.000107000,TMB + H2O2,TMB,0.0083,0.2000,13.000,0.0200000,4.6,40
FeS,salt,peroxidase,6,spherical,4.6,4.6,4.6,naked,naked,0,0,0.00,7.6700,0.000207000,H2O2 + TMB,H2O2,6.5000,48.0000,100.000,0.0200000,4.6,40
VS2,salt,peroxidase,6,nanosheet,4500,4500,75,naked,naked,0,0,0.00,0.2800,0.000416000,TMB + H2O2,TMB,0.0010,1.0000,10.000,0.0500000,4,25
VS2,salt,peroxidase,6,nanosheet,4500,4500,75,naked,naked,0,0,0.00,3.4900,0.000557000,H2O2 + TMB,H2O2,1.0000,10.0000,0.500,0.0500000,4,25
WS2,salt,peroxidase,6,nanosheet,95,95,20,naked,naked,0,0,0.00,1.8300,0.000043100,TMB + H2O2,TMB,0.4000,2.1000,0.140,0.0026000,6.9,60
WS2,salt,peroxidase,6,nanosheet,95,95,20,naked,naked,0,0,0.00,0.2400,0.000045200,H2O2 + TMB,H2O2,0.0010,0.4500,1.200,0.0026000,6.9,60
ZnS,salt,peroxidase,7,spherical,7.5,7.5,7.5,cover,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.0549,0.000000480,TMB + H2O2,TMB,0.0400,0.1000,250.000,0.0400000,3.8,25
ZnS,salt,peroxidase,7,spherical,7.5,7.5,7.5,cover,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.1724,0.000100500,H2O2 + TMB,H2O2,100.0000,350.0000,1.000,0.0400000,3.8,25
AgI,salt,peroxidase,6,spherical,40,40,40,cover,chitosan,0,0,1526.50,0.0238,no,TMB + H2O2,TMB,0.0100,0.1200,10.000,0.0510000,4,35
AgI,salt,peroxidase,6,spherical,40,40,40,cover,chitosan,0,0,1526.50,2.8600,no,H2O2 + TMB,H2O2,0.0010,30.0000,0.060,0.0510000,4,35
CuS,salt,peroxidase,6,spherical,3.5,3.5,40,additional,naked,poly(sodium 4-styrenesulfonate),0,70000.00,0.2160,0.000242700,TMB + H2O2,TMB,0.1000,0.3500,0.100,,6.47,45
CuS,salt,peroxidase,6,spherical,3.5,3.5,3.5,additional,naked,poly(sodium 4-styrenesulfonate),0,70000.00,0.0150,0.000151300,H2O2 + TMB,H2O2,0.0100,0.1500,0.300,,6.47,45
CuCo2S4,bime salt,peroxidase,7,spherical,30,30,30,additional,naked,dextran,0,500000.00,3.6600,0.000108400,OPD + H2O2,OPD,0.0010,20.0000,100.000,0.0200000,7.4,
CuCo2S4,bime salt,peroxidase,7,spherical,30,30,30,additional,naked,dextran,0,500000.00,209.9000,0.000232800,H2O2 + OPD,H2O2,0.0010,"1,000.0000",10.000,0.0200000,7.4,
CuS,salt,peroxidase,6,spherical,30,30,30,additional,naked,dextran,0,500000.00,5.2800,0.000063220,OPD + H2O2,OPD,0.0010,20.0000,100.000,0.0200000,7.4,
CuS,salt,peroxidase,6,spherical,30,30,30,additional,naked,dextran,0,500000.00,264.1000,0.000125600,H2O2 + OPD,H2O2,0.0010,"1,000.0000",10.000,0.0200000,7.4,
CoS,salt,peroxidase,6,spherical,130,130,130,additional,naked,dextran,0,500000.00,3.1300,0.000036620,OPD + H2O2,OPD,0.0010,20.0000,100.000,0.0200000,7.4,
CoS,salt,peroxidase,6,spherical,130,130,130,additional,naked,dextran,0,500000.00,114.5000,0.000059040,H2O2 + OPD,H2O2,0.0010,"1,000.0000",10.000,0.0200000,7.4,
WSe2,bime,peroxidase,6,nanosheet,200,200,10,additional,naked,chitosan,0,1526.50,0.2050,0.000012500,TMB + H2O2,TMB,0.0010,10.0000,0.050,0.3000000,4,37
WSe2,bime,peroxidase,6,nanosheet,200,200,10,additional,naked,chitosan,0,1526.50,0.7460,0.000004840,H2O2 + TMB,H2O2,0.0010,6.0000,1.000,0.3000000,4,37
LaFeO3,bimeo,peroxidase,3,spherical,4400,4400,4400,additional,naked,0,citric acid,192.12,0.4270,0.000730100,TMB + H2O2,TMB,0.1000,1.2000,6.000,0.0600000,4,40
LaFeO3,bimeo,peroxidase,3,spherical,4400,4400,4400,additional,naked,0,citric acid,192.12,0.2090,0.001724700,H2O2 + TMB,H2O2,0.0050,5.0000,1.000,0.0600000,4,40
Cu2ZnSnSSe3,qme salt,peroxidase,4,spherical,7.5,7.5,7.5,additional,naked,poly(N-Vinylpyrrolidone),0,,0.1090,0.000523000,TMB + H2O2,TMB,0.1000,0.8000,1.000,0.2000000,4,25
Cu2ZnSnSSe3,qme salt,peroxidase,4,spherical,7.5,7.5,7.5,additional,naked,poly(N-Vinylpyrrolidone),0,,0.3950,0.000776000,H2O2 + TMB,H2O2,0.0010,40.0000,0.800,0.2000000,4,25
Pt0.1-CdS,salt,peroxidase,6,rod-like,3000,45,45,additional,naked,0,ethylenediamine,,0.0710,0.000009310,TMB + H2O2,TMB,0.0150,0.1600,250.000,0.2000000,4,45
Pt0.1-CdS,salt,peroxidase,6,rod-like,3000,45,45,additional,naked,0,ethylenediamine,,36.8600,0.000010260,H2O2 + TMB,H2O2,10.0000,100.0000,1.000,0.2000000,4,45
CoPW11O39,bimeo,peroxidase,,spherical,80,80,80,naked,naked,0,0,0.00,0.8100,0.000013000,TMB + H2O2,TMB,0.1000,1.0000,,0.0670000,7,
CoPW11O39,bimeo,peroxidase,,spherical,80,80,80,naked,naked,0,0,0.00,2.0100,0.000617000,H2O2 + TMB,H2O2,0.8000,2.0000,5.000,0.0670000,7,
Pd,me,peroxidase,7,spherical,5,5,5,naked,naked,0,0,0.00,0.1400,0.000006900,TMB + H2O2,TMB,0.0010,0.5000,327.000,0.0100000,4,25
Pd,me,peroxidase,7,spherical,5,5,5,naked,naked,0,0,0.00,1.5200,0.003960000,H2O2 + TMB,H2O2,0.0010,200.0000,0.167,0.0100000,4,25
PdCu,bime,peroxidase,7,spherical,5,5,5,naked,naked,0,0,0.00,0.2500,0.000011900,TMB + H2O2,TMB,0.0010,0.5000,327.000,0.0100000,4,25
PdCu,bime,peroxidase,7,spherical,5,5,5,naked,naked,0,0,0.00,3.0500,0.006250000,H2O2 + TMB,H2O2,0.0010,200.0000,0.167,0.0100000,4,25
C,me,peroxidase,,spherical,2.1,2.1,2.1,naked,naked,0,0,0.00,0.0390,0.000036100,TMB + H2O2,TMB,0.0100,0.1200,50.000,0.0010000,3.5,35
C,me,peroxidase,,spherical,2.1,2.1,2.1,naked,naked,0,0,0.00,26.7700,0.000306100,H2O2 + TMB,H2O2,0.0010,300.0000,0.800,0.0010000,3.5,35
Au,me,peroxidase,7,spherical,8.7,8.7,8.7,cover,casein,0,0,1082.30,0.0350,0.000020000,TMB + H2O2,TMB,0.0010,0.4000,300.000,0.1000000,4,25
Au,me,peroxidase,7,spherical,8.7,8.7,8.7,cover,casein,0,0,1082.30,191.0000,0.000026300,H2O2 + TMB,H2O2,10.0000,700.0000,0.300,0.1000000,4,25
Au,me,peroxidase,7,spherical,4.2,4.2,4.2,cover,casein,0,0,1082.30,0.0230,0.000035700,TMB + H2O2,TMB,0.0010,0.4000,300.000,0.1000000,4,25
Au,me,peroxidase,7,spherical,4.2,4.2,4.2,cover,casein,0,0,1082.30,130.0000,0.000040500,H2O2 + TMB,H2O2,10.0000,700.0000,0.300,0.1000000,4,25
Au,me,peroxidase,7,spherical,2.8,2.8,2.8,cover,casein,0,0,1082.30,0.0550,0.000021300,TMB + H2O2,TMB,0.0010,0.4000,300.000,0.1000000,4,25
Au,me,peroxidase,7,spherical,2.8,2.8,2.8,cover,casein,0,0,1082.30,142.0000,0.000029500,H2O2 + TMB,H2O2,10.0000,700.0000,0.300,0.1000000,4,25
Pt,me,peroxidase,7,spherical,3.8,3.8,3.8,cover,casein,0,0,1082.30,0.0520,0.000164000,TMB + H2O2,TMB,0.0050,0.3250,80.000,0.0100000,4,20
Pt,me,peroxidase,7,spherical,3.8,3.8,3.8,cover,casein,0,0,1082.30,63.8600,0.000290000,H2O2 + TMB,H2O2,5.0000,160.0000,0.080,0.0100000,4,20
Fe4(Fe(CN)6)3,salt,peroxidase,7,cubic,15.3,15.3,15.3,additional,naked,BSA,citric acid,66500.00,0.7600,no,TMB + H2O2,TMB,0.0010,0.5000,"1,000.000",0.0000330,3.5,25
Fe4(Fe(CN)6)3,salt,peroxidase,7,cubic,15.3,15.3,15.3,additional,naked,BSA,citric acid,66500.00,840.0000,no,H2O2 + TMB,H2O2,0.0010,"1,000.0000",0.500,0.0000330,3.5,25
Fe4(Fe(CN)6)3,salt,peroxidase,7,cubic,50,50,50,additional,naked,poly(N-Vinylpyrrolidone),0,40000.00,0.3370,0.000216000,TMB + H2O2,TMB,0.0010,1.2700,"1,045.000",0.0060000,3.6,25
Fe4(Fe(CN)6)3,salt,peroxidase,7,cubic,50,50,50,additional,naked,poly(N-Vinylpyrrolidone),0,40000.00,14.7000,0.000115000,H2O2 + TMB,H2O2,10.0000,130.0000,1.270,0.0060000,3.6,25
Fe4(Fe(CN)6)3,salt,peroxidase,7,cubic,50,50,50,additional,naked,poly(N-Vinylpyrrolidone),0,40000.00,1.0800,0.000314000,ABTS + H2O2,ABTS,0.0010,0.7200,17.000,0.0002000,3.6,25
Fe4(Fe(CN)6)3,salt,peroxidase,7,cubic,50,50,50,additional,naked,poly(N-Vinylpyrrolidone),0,40000.00,17.1000,0.000293000,H2O2 + ABTS,H2O2,10.0000,130.0000,0.720,0.0002000,3.6,25
MoS2,salt,peroxidase,6,flake,25,25,25,cover,poly(ethylene oxide),0,0,20000.00,0.5370,0.000388000,TMB + H2O2,TMB,0.2500,3.0000,16.700,0.0330000,,
MoS2,salt,peroxidase,6,flake,25,25,25,cover,poly(ethylene oxide),0,0,20000.00,2.8120,0.000080100,H2O2 + TMB,H2O2,1.2500,30.0000,1.000,0.0330000,,
Ir,me,peroxidase,7,nanoplate,90,90,5,additional,naked,poly(N-Vinylpyrrolidone),0,29000.00,0.1317,0.038950000,TMB + H2O2,TMB,0.0010,0.8000,200.000,0.0020000,3,40
Ir,me,peroxidase,7,nanoplate,90,90,5,additional,naked,poly(N-Vinylpyrrolidone),0,29000.00,319.3000,0.067940000,H2O2 + TMB,H2O2,0.0010,"2,000.0000",0.200,0.0020000,3,40
CuS,salt,peroxidase,6,spherical,20,20,20,naked,naked,0,0,0.00,0.1100,0.000000380,TMB + H2O2,TMB,0.0010,2.0000,333.000,0.0067000,7,37
CuS,salt,peroxidase,6,spherical,20,20,20,naked,naked,0,0,0.00,101.8000,0.000000430,H2O2 + TMB,H2O2,0.0010,800.0000,0.167,0.0067000,7,37
CuS,salt,peroxidase,6,spherical,20,20,20,additional,Aspartic acid,0,0,133.10,0.0900,0.000331000,TMB + H2O2,TMB,0.0010,0.5000,333.000,0.0067000,7,37
CuS,salt,peroxidase,6,spherical,20,20,20,additional,Aspartic acid,0,0,133.10,103.2000,0.000382000,H2O2 + TMB,H2O2,0.0010,650.0000,0.167,0.0067000,7,37
MoS2,salt,peroxidase,,spherical,2.72,2.72,2.72,naked,naked,0,0,0.00,3.0000,0.000011700,TMB + H2O2,TMB,0.0100,1.0000,10.000,,,
MoS2,salt,peroxidase,,spherical,2.72,2.72,2.72,naked,naked,0,0,0.00,29.7900,0.000004100,H2O2 + TMB,H2O2,1.0000,50.0000,0.100,,,
C,me,peroxidase,,spherical,3.4,3.4,3.4,naked,naked,0,0,0.00,0.4270,0.000042900,TMB + H2O2,TMB,0.0800,6.0000,8.000,0.5000000,4,40
C,me,peroxidase,,spherical,3.4,3.4,3.4,naked,naked,0,0,0.00,0.2440,0.000222000,H2O2 + TMB,H2O2,0.0800,1.2000,7.000,0.5000000,4,40
Ti3C2,salt,peroxidase,6,nanosheet,103,103,5,naked,naked,0,0,0.00,0.4330,0.000121000,TMB + H2O2,TMB,0.0010,1.0000,100.000,0.3850000,3.5,50
Ti3C2,salt,peroxidase,6,nanosheet,103,103,5,naked,naked,0,0,0.00,0.0150,0.000014400,H2O2 + TMB,H2O2,0.0010,100.0000,0.500,0.3850000,3.5,50
Ti3C2,salt,peroxidase,6,nanosheet,180,180,5,cover,histidine,0,0,155.15,0.1960,0.000096200,TMB + H2O2,TMB,0.0010,1.0000,100.000,0.3850000,3.5,50
Ti3C2,salt,peroxidase,6,nanosheet,180,180,5,cover,histidine,0,0,155.15,0.0070,0.000020200,H2O2 + TMB,H2O2,0.0010,100.0000,0.500,0.3850000,3.5,50
Ti3C2,salt,peroxidase,6,nanosheet,150,150,5,cover,alanine,0,0,89.09,0.2810,0.000103700,TMB + H2O2,TMB,0.0010,1.0000,100.000,0.3850000,3.5,50
Ti3C2,salt,peroxidase,6,nanosheet,150,150,5,cover,alanine,0,0,89.09,0.0120,0.000014300,H2O2 + TMB,H2O2,0.0010,100.0000,0.500,0.3850000,3.5,50
Pt,me,oxidase,7,spherical,4.8,4.8,4.8,cover,heparin,0,0,1039.90,0.0101,no,TMB,TMB,0.0010,0.0600,no,,3.5,50
Mn2O3,meo,oxidase,,spherical,60,60,60,cover,naked,0,0,0.00,0.1300,0.000150000,TMB,TMB,100.0000,800.0000,no,0.1000000,4,
Pd,me,oxidase,7,,3.8,3.8,3.8,cover,dithiothreitol,0,0,154.25,0.1500,0.000038000,TMB,TMB,0.0250,0.1650,no,0.0067000,4,25
PdIr,bime,oxidase,7,octahedral,14,14,14,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.2800,0.000079000,TMB,TMB,0.0010,2.0000,no,,4,
Pd@Ir,core-shell,oxidase,7,cubic,14,14,14,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.2200,0.000031000,TMB,TMB,0.0010,2.0000,no,,4,
Pd,me,oxidase,7,cubic,14,14,14,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.4300,0.000018000,TMB,TMB,0.0010,2.0000,no,,4,
Pd0.25Pt0.75,bime,oxidase,7,rod-like,5000,11,11,additional,naked,poly(N-Vinylpyrrolidone),0,58000.00,0.0580,0.000114000,TMB,TMB,0.0250,0.3000,no,0.4000000,4,30
Se,me,oxidase,,spherical,38.7,38.7,38.7,additional,naked,BSA,0,66500.00,8.3000,0.000050700,TMB,TMB,0.1000,1.6500,no,0.0600000,4,30
CeO2,meo,oxidase,7,spherical,3.8,3.8,3.8,additional,naked,0,trisodium citrate,192.12,0.4200,0.000100400,TMB,TMB,0.1000,2.0000,no,14.0000000,4.5,37
Pt,me,oxidase,7,spherical,5.4,5.4,5.4,additional,naked,poly(N-Vinylpyrrolidone),ascorbic acid,,0.0510,0.000108700,TMB,TMB,0.0010,0.1700,no,0.0058000,3.8,30
